OPTIONS:60,True,True,Feet,15
HOME:38.145328,-76.428639,150
38.143646, -76.427979, 150
38.145328, -76.428639, 200
38.148261, -76.429108, 250
38.149839, -76.429708, 350
38.149894, -76.431147, 450
38.149250, -76.432322, 500
38.148217, -76.431275, 500
38.147183, -76.430228, 200
38.146133, -76.429158, 200
38.144333, -76.428964, 200
38.143610, -76.426517, 200
38.141851, -76.424735, 200
38.141449, -76.425332, 200
38.143547, -76.427372, 200
38.144189, -76.430463, 200
38.143020, -76.433684, 200
38.142389, -76.433262, 200
38.143742, -76.429704, 200
38.143364, -76.427940, 200
38.141139, -76.425870, 200
38.140646, -76.426424, 200
38.143272, -76.429267, 200
38.141965, -76.432941, 200
38.141277, -76.432474, 200
38.142595, -76.429033, 200
38.144333, -76.428964, 200
38.144946, -76.429675, 150
38.146414, -76.431264, 100
38.146712, -76.430827, 75
38.145313, -76.429398, 0
38.144763, -76.428815, 0
